Tempo (s),DC Current (V),DC Current (A),Torque (Nm),Speed (rpm),Temp Mos 1 (ºC),Temp Mos 2 (ºC),Temp Motor (ºC),Temp do sensor capacitivo (ºC),Velocidade atual (km/h),km total,km atual,Driving Mode,Brake Switch,,Data (DD/MM/AA):,18,11,24,,Hora inicio:,,,Hora Fim:,
1647.851,72.6,0.3,-12.01,-1,55,55,100,55,0,0,17.5,Reverse,OFF,,,,,,,,,,,
1648.101,72.6,1,-11.87,-75,55,55,99,55,0,0,17.5,Reverse,OFF,,,,,,,,,,,
1648.351,72.6,0.1,-11.92,0,55,55,100,55,6,0,17.5,Reverse,OFF,,,,,,,,,,,
1648.601,72.6,0.2,-4.69,-1,55,55,99,55,0,0,17.5,Reverse,OFF,,,,,,,,,,,
1648.851,72.6,0,0,-16,55,55,99,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1649.101,72.6,0,0,-15,55,55,99,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1649.351,72.6,0,0,0,55,55,99,55,0,0,17.5,ECO,ON,,,,,,,,,,,
1649.601,72.6,0,0,0,55,55,99,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1649.851,72.3,-1.7,126.9,-1,55,55,100,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1650.101,72.4,0.8,98.45,0,55,55,100,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1650.351,72.4,5.8,97.76,-928,55,55,99,55,2,0,17.5,ECO,OFF,,,,,,,,,,,
1650.601,72.5,5.7,69.34,40,55,55,100,55,3,0,17.5,ECO,OFF,,,,,,,,,,,
1650.851,72.6,0,0,41,55,55,99,55,3,0,17.5,ECO,OFF,,,,,,,,,,,
1651.101,72.6,0,0,41,55,55,100,55,3,0,17.5,ECO,OFF,,,,,,,,,,,
1651.351,72.6,0,0,38,55,55,100,55,2,0,17.5,ECO,OFF,,,,,,,,,,,
1651.601,72.6,0,0,36,55,55,99,55,2,0,17.5,ECO,OFF,,,,,,,,,,,
1651.851,72.6,0,0,39,55,55,99,55,2,0,17.5,ECO,OFF,,,,,,,,,,,
1652.101,72.6,0,0,35,55,55,100,55,2,0,17.5,ECO,OFF,,,,,,,,,,,
1652.351,72.6,0,0,-928,55,55,99,55,2,0,17.5,ECO,OFF,,,,,,,,,,,
1652.601,72.6,0,0,-931,55,55,99,55,2,0,17.5,ECO,OFF,,,,,,,,,,,
1652.851,72.6,0,0,-933,55,55,99,55,1,0,17.5,ECO,OFF,,,,,,,,,,,
1653.101,72.6,0,0,-933,55,55,99,55,1,0,17.5,ECO,ON,,,,,,,,,,,
1653.351,72.6,0,0,21,55,55,100,55,1,0,17.5,ECO,ON,,,,,,,,,,,
1653.601,72.7,0,0,4,55,55,100,55,0,0,17.5,ECO,ON,,,,,,,,,,,
1653.851,72.6,0,0,-1,55,55,100,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1654.101,72.6,0,0,-1,55,55,98,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1654.351,72.6,0,0,-1,55,55,98,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1654.601,72.6,0,0,0,55,55,100,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1654.851,72.6,0,0,-1,55,55,100,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1655.101,72.6,0,0,0,55,55,99,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1655.351,72.6,0,0,-66,55,55,99,55,5,0,17.5,ECO,OFF,,,,,,,,,,,
1655.601,72.6,0,0,-95,55,55,99,55,8,0,17.5,ECO,OFF,,,,,,,,,,,
1655.851,72.7,0,0,-6,55,55,99,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1656.101,72.6,0,0,1,55,55,99,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1656.351,72.6,0,0,0,55,55,98,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1656.602,72.7,0,0,-1,55,55,98,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1656.851,72.7,0,0,0,55,55,98,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1657.101,72.6,0,0,-1,55,55,99,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1657.351,72.6,0,0,-98,55,55,99,55,9,0,17.5,ECO,OFF,,,,,,,,,,,
1657.601,72.6,0,0,-20,55,55,99,55,1,0,17.5,ECO,OFF,,,,,,,,,,,
1657.851,72.7,0,0,-1,55,55,98,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1658.101,72.6,0,0,0,55,55,98,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1658.351,72.6,0,0,-43,55,55,99,55,3,0,17.5,ECO,OFF,,,,,,,,,,,
1658.601,72.7,0,0,0,55,55,98,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1658.851,72.6,0,0,-62,55,55,99,55,5,0,17.5,ECO,OFF,,,,,,,,,,,
1659.101,72.6,0,0,-1,55,55,99,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1659.351,72.6,0,0,-1,55,55,98,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1659.601,72.6,0,0,0,55,55,98,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1659.851,72.7,0,0,-19,55,55,99,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1660.101,72.6,0,0,-1,55,55,99,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1660.351,72.6,0,0,1,55,55,98,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1660.601,72.6,0,0,0,55,55,98,55,0,0,17.5,ECO,ON,,,,,,,,,,,
1660.851,72.6,0,0,0,55,55,99,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1661.101,72.6,0,0,0,55,55,98,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1661.351,72.6,-937.4,77.37,-1,55,55,98,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1661.601,72.6,0.5,87.05,0,55,55,99,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1661.851,72.7,0,0,0,55,55,99,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1662.351,72.7,1.1,11.31,95,55,55,98,55,8,0,17.5,ECO,OFF,,,,,,,,,,,
1662.601,72.7,0,9.93,0,55,55,98,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1662.851,72.6,0,0,-1,55,55,98,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1663.101,72.7,0,0,0,55,55,98,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1663.351,72.6,0,0,3,55,55,99,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1663.601,72.6,0,0,-1,55,55,99,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1663.851,72.6,0,0,-1,55,55,98,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1664.101,72.6,0,0,0,55,55,99,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1664.351,72.7,0,0,-15,55,55,98,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1664.601,72.6,0,0,0,55,55,98,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1664.851,72.6,0,0,-1,55,55,99,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1665.101,72.7,0,0,-1,55,55,99,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1665.351,72.6,0,0,0,55,55,98,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1665.601,72.7,0,0,0,55,55,99,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1665.851,72.7,0,0,0,55,55,95,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1666.101,72.7,0,0,-83,55,55,98,55,7,0,17.5,ECO,OFF,,,,,,,,,,,
1666.351,72.7,0,0,0,55,55,98,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1666.601,72.7,0,0,0,55,55,99,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1666.851,72.6,0,0,0,55,55,97,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1667.101,72.7,0,0,-2,55,55,98,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1667.351,72.6,0,0,-3,55,55,98,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1667.601,72.7,0,0,-1,55,55,97,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1667.851,72.7,0,0,-5,55,55,98,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1668.101,72.6,0,0,-1,55,55,97,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1668.351,72.7,0,0,-1,55,55,97,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1668.601,72.7,0,0,-69,55,55,98,55,5,0,17.5,ECO,OFF,,,,,,,,,,,
1668.851,72.7,0,0,-1,55,55,98,55,0,0,17.5,ECO,ON,,,,,,,,,,,
1669.101,72.7,0,0,0,55,55,96,55,0,0,17.5,ECO,ON,,,,,,,,,,,
1669.351,72.7,0,0,0,55,55,96,55,0,0,17.5,ECO,ON,,,,,,,,,,,
1669.601,72.8,0,0,-1,55,55,96,55,0,0,17.5,ECO,ON,,,,,,,,,,,
1669.851,72.7,0,0,0,55,55,95,55,0,0,17.5,ECO,ON,,,,,,,,,,,
1670.101,72.7,0,0,0,55,55,98,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1670.351,72.7,0,0,0,55,55,98,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1670.601,72.7,0,0,-1,55,55,98,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1670.851,72.7,0,0,0,55,55,97,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1671.101,72.6,0,0,-1,55,55,98,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1671.351,72.7,0,0,-1,55,55,97,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1671.601,72.6,0,0,0,55,55,98,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1671.851,72.7,0,0,-1,55,55,97,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1672.101,72.7,0,0,-1,55,55,97,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1672.351,72.7,0,0,-1,55,55,97,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1672.601,72.7,0,0,-1,55,55,98,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1672.851,72.7,0,0,0,55,55,97,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1673.101,72.8,0,0,-1,55,55,95,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1673.351,72.8,0,0,-1,55,55,94,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1673.601,72.8,0,0,11,55,55,95,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1673.851,72.8,0,0,-1,55,55,94,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1674.101,72.8,0,0,-934,55,55,95,55,1,0,17.5,ECO,OFF,,,,,,,,,,,
1674.351,72.8,0,0,-1,55,55,94,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1674.601,72.8,0,0,-1,55,55,94,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1674.851,72.8,0,0,0,55,55,95,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1675.101,72.8,0,0,-934,55,55,95,55,1,0,17.5,ECO,OFF,,,,,,,,,,,
1675.351,72.8,0,0,1,55,55,95,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1675.601,72.8,0,0,1,55,55,94,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1675.851,72.8,0,0,-1,55,55,94,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1676.101,72.8,0,0,14,55,55,94,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1676.351,72.8,0,0,0,55,55,95,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1676.601,72.8,0,0,0,55,55,95,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1676.851,72.8,0,0,-1,55,55,95,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1677.101,72.8,0,0,-22,55,55,94,55,1,0,17.5,ECO,ON,,,,,,,,,,,
1677.351,72.8,0,0,-1,55,55,95,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1677.601,72.7,0,0,0,55,55,98,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1677.851,72.7,0,0,-1,55,55,96,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1678.101,72.7,0,0,-1,55,55,96,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1678.351,72.7,0,0,0,55,55,96,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1678.601,72.7,0,0,-6,55,55,97,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1678.851,72.7,0,0,-1,55,55,96,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1679.101,72.7,0,0,0,55,55,97,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1679.351,72.7,0,0,0,55,55,97,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1679.601,72.7,0,0,-95,55,55,97,55,8,0,17.5,ECO,OFF,,,,,,,,,,,
1679.851,72.7,0,0,-3,55,55,96,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1680.101,72.7,0,0,-98,55,55,97,55,8,0,17.5,ECO,OFF,,,,,,,,,,,
1680.351,72.7,0,0,0,55,55,97,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1680.601,72.7,0,0,-31,55,55,96,55,2,0,17.5,ECO,OFF,,,,,,,,,,,
1680.851,72.7,0,0,-2,55,55,96,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1681.101,72.7,0,0,-2,55,55,96,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1681.351,72.7,0,0,-8,55,55,96,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1681.601,72.7,0,0,-1,55,55,97,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1681.851,72.7,0,0,-1,55,55,96,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1682.101,72.7,0,0,-1,55,55,97,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1682.351,72.7,0,0,0,55,55,96,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1682.601,72.7,0,0,0,55,55,97,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1682.851,72.7,0,0,0,55,55,96,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1683.101,72.7,0,0,-7,55,55,97,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1683.351,72.7,0,0,-23,55,55,96,55,1,0,17.5,ECO,OFF,,,,,,,,,,,
1683.6,72.8,0,0,0,55,55,96,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1683.85,72.8,0,0,-1,55,55,94,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1684.1,72.8,0,0,-1,55,55,93,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1684.351,72.6,0.3,33.33,0,55,55,97,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1684.601,72.7,0,0,97,55,55,96,55,9,0,17.5,ECO,OFF,,,,,,,,,,,
1684.851,72.7,0,0,-1,55,55,96,55,0,0,17.5,ECO,ON,,,,,,,,,,,
1685.101,72.7,0,0,-1,55,55,96,55,0,0,17.5,ECO,ON,,,,,,,,,,,
1685.351,72.7,0,0,-1,55,55,96,55,0,0,17.5,ECO,ON,,,,,,,,,,,
1685.601,72.7,0,0,-1,55,55,96,55,0,0,17.5,ECO,ON,,,,,,,,,,,
1685.851,72.7,0,0,-1,55,55,96,55,0,0,17.5,ECO,ON,,,,,,,,,,,
1686.101,72.7,0,0,-1,55,55,96,55,0,0,17.5,ECO,ON,,,,,,,,,,,
1686.351,72.7,0,0,-1,55,55,96,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1686.601,72.7,0,0,-1,55,55,97,55,0,0,17.5,ECO,OFF,,,,,,,,,,,
1686.851,72.7,0,0,-1,55,55,97,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1687.101,72.7,0,0,-1,55,55,95,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1687.351,72.7,0,0,-1,55,55,97,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1687.6,72.8,0,0,-1,55,55,97,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1687.85,72.8,0,0,-1,55,55,94,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1688.1,72.8,0,0,-1,55,55,94,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1688.35,72.8,0,0,-1,55,55,93,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1688.6,72.8,0,0,-1,55,55,94,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1688.85,72.8,0,0,-1,55,55,94,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1689.1,72.8,0,0,-1,55,55,94,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1689.35,72.8,0,0,-1,55,55,94,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1689.6,72.8,0,0,-1,55,55,94,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1689.85,72.8,0,0,-1,55,55,94,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1690.1,72.8,0,0,-1,55,55,94,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1690.35,72.8,0,0,-1,55,55,93,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1690.6,72.8,0,0,-1,55,55,93,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1690.85,72.8,0,0,-1,55,55,93,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1691.1,72.8,0,0,-1,55,55,93,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1691.35,72.8,0,0,-1,55,55,93,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1691.6,72.8,0,0,-1,55,55,94,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1691.85,72.8,0,0,-1,55,55,94,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1692.1,72.8,0,0,0,55,55,94,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1692.35,72.8,0,0,-1,55,55,92,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1692.6,72.8,0,0,-1,55,55,94,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1692.85,72.8,0,0,0,55,55,94,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1693.1,72.8,0,0,0,55,55,92,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1693.35,72.8,0,0,-1,55,55,92,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1693.6,72.8,0,0,-1,55,55,94,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1693.85,72.8,0,0,-1,55,55,94,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1694.1,72.8,0,0,-1,55,55,94,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1694.35,72.8,0,0,-1,55,55,94,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1694.6,72.8,0,0,-1,55,55,94,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1694.85,72.8,0,0,-1,55,55,94,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1695.1,72.8,0,0,-1,55,55,94,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1695.35,72.8,0,0,-1,55,55,93,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1695.6,72.8,0,0,-1,55,55,93,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1695.85,72.8,0,0,-1,55,55,93,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1696.1,72.8,0,0,-1,55,55,93,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1696.35,72.8,0,0,-1,55,55,93,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1696.6,72.8,0,0,-1,55,55,92,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1696.85,72.8,0,0,0,55,55,92,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1697.1,72.8,0,0,-1,55,55,93,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1697.35,72.8,0,0,-1,55,55,93,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1697.6,72.8,0,0,-1,55,55,93,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1697.85,72.8,0,0,-1,55,55,93,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1698.1,72.8,0,0,-1,55,55,93,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1698.35,72.8,0,0,0,55,55,93,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1698.6,72.8,0,0,-1,55,55,92,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1698.85,72.8,0,0,0,55,55,92,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1699.1,72.8,0,0,-1,55,55,93,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1699.35,72.8,0,0,-1,55,55,93,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1699.6,72.8,0,0,-1,55,55,93,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1699.85,72.8,0,0,-1,55,55,93,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1700.1,72.8,0,0,-1,55,55,93,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1700.35,72.8,0,0,126,55,55,93,55,11,0,17.5,Park,OFF,,,,,,,,,,,
1700.6,72.8,0,0,-1,55,55,92,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1700.85,72.8,0,0,-1,55,55,91,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1701.1,72.8,0,0,0,55,55,92,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1701.35,72.8,0,0,-1,55,55,92,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1701.6,72.8,0,0,-1,55,55,92,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1701.85,72.8,0,0,-1,55,55,92,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1702.1,72.8,0,0,-1,55,55,92,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1702.35,72.8,0,0,-1,55,55,92,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1702.6,72.8,0,0,-1,55,55,92,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1702.85,72.8,0,0,-1,55,55,92,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1703.1,72.8,0,0,-1,55,55,92,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1703.35,72.8,0,0,-1,55,55,92,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1703.6,72.8,0,0,-1,55,55,91,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1703.85,72.8,0,0,-1,55,55,91,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1704.1,72.8,0,0,-1,55,55,92,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1704.35,72.8,0,0,-1,55,55,91,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1704.6,72.8,0,0,-1,55,55,91,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1704.85,72.8,0,0,-1,55,55,91,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1705.1,72.8,0,0,-1,55,55,91,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1705.35,72.8,0,0,-1,55,55,91,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1705.6,72.8,0,0,-1,55,55,91,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1705.85,72.8,0,0,-1,55,55,91,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1706.1,72.8,0,0,-1,55,55,91,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1706.35,72.8,0,0,-1,55,55,91,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1706.6,72.8,0,0,-1,55,55,91,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1706.85,72.8,0,0,-1,55,55,91,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1707.1,72.8,0,0,-1,55,55,91,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1707.35,72.8,0,0,-1,55,55,91,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1707.6,72.8,0,0,0,55,55,91,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1707.85,72.8,0,0,-1,55,55,91,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1708.1,72.8,0,0,-1,55,55,91,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1708.35,72.8,0,0,-1,55,55,91,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1708.6,72.8,0,0,-1,54,54,91,54,0,0,17.5,Park,OFF,,,,,,,,,,,
1708.85,72.8,0,0,-1,55,55,91,55,0,0,17.5,Park,OFF,,,,,,,,,,,
1709.1,72.8,0,0,-1,54,54,91,54,0,0,17.5,Park,OFF,,,,,,,,,,,
1709.35,72.8,0,0,-1,54,54,91,54,0,0,17.5,Park,OFF,,,,,,,,,,,
1709.6,72.8,0,0,-1,54,54,91,54,0,0,17.5,Park,OFF,,,,,,,,,,,
1709.85,72.8,0,0,-1,54,54,91,54,0,0,17.5,Park,OFF,,,,,,,,,,,
1710.1,72.8,0,0,-1,54,54,91,54,0,0,17.5,Park,OFF,,,,,,,,,,,
1710.35,72.8,0,0,-1,54,54,91,54,0,0,17.5,Park,OFF,,,,,,,,,,,
1710.6,72.8,0,0,-1,54,54,91,54,0,0,17.5,Park,OFF,,,,,,,,,,,
1710.85,72.8,0,0,-1,54,54,91,54,0,0,17.5,Park,OFF,,,,,,,,,,,
1711.1,72.8,0,0,-1,54,54,91,54,0,0,17.5,Park,OFF,,,,,,,,,,,
1711.35,72.8,0,0,-1,54,54,91,54,0,0,17.5,Park,OFF,,,,,,,,,,,
1711.6,72.8,0,0,-1,54,54,91,54,0,0,17.5,Park,OFF,,,,,,,,,,,
1711.85,72.8,0,0,-1,54,54,91,54,0,0,17.5,Park,OFF,,,,,,,,,,,
1712.1,72.8,0,0,-1,54,54,91,54,0,0,17.5,Park,OFF,,,,,,,,,,,
1712.35,72.8,0,0,-1,54,54,91,54,0,0,17.5,Park,OFF,,,,,,,,,,,
1712.6,72.8,0,0,-1,54,54,91,54,0,0,17.5,Park,OFF,,,,,,,,,,,
1712.85,72.8,0,0,-1,54,54,91,54,0,0,17.5,Park,OFF,,,,,,,,,,,
1713.1,72.8,0,0,-1,54,54,91,54,0,0,17.5,Park,OFF,,,,,,,,,,,
1713.35,72.8,0,0,-1,54,54,91,54,0,0,17.5,Park,OFF,,,,,,,,,,,
1713.6,72.8,0,0,-1,54,54,91,54,0,0,17.5,Park,OFF,,,,,,,,,,,
1713.85,72.8,0,0,-1,54,54,91,54,0,0,17.5,Park,OFF,,,,,,,,,,,
1714.1,72.8,0,0,-1,54,54,91,54,0,0,17.5,Park,OFF,,,,,,,,,,,
1714.35,72.8,0,0,-1,54,54,91,54,0,0,17.5,Park,OFF,,,,,,,,,,,
1714.6,72.8,0,0,-1,54,54,91,54,0,0,17.5,Park,OFF,,,,,,,,,,,
1714.85,72.8,0,0,-1,54,54,90,54,0,0,17.5,Park,OFF,,,,,,,,,,,
1715.1,72.8,0,0,-1,54,54,91,54,0,0,17.5,Park,OFF,,,,,,,,,,,
1715.35,72.8,0,0,0,54,54,90,54,0,0,17.5,Park,OFF,,,,,,,,,,,
1715.6,72.8,0,0,-1,54,54,91,54,0,0,17.5,Park,OFF,,,,,,,,,,,
1715.85,72.8,0,0,-1,54,54,91,54,0,0,17.5,Park,OFF,,,,,,,,,,,
1716.1,72.8,0,0,-1,54,54,90,54,0,0,17.5,Park,OFF,,,,,,,,,,,
1716.35,72.8,0,0,-1,54,54,91,54,0,0,17.5,Park,OFF,,,,,,,,,,,
