Tempo (s),DC Current (V),DC Current (A),Torque (Nm),Speed (rpm),Temp Mos 1 (ºC),Temp Mos 2 (ºC),Temp Motor (ºC),Temp do sensor capacitivo (ºC),Velocidade atual (km/h),km total,km atual,Driving Mode,Brake Switch,,Data (DD/MM/AA):,18,11,24,,Hora inicio:,,,Hora Fim:,
205.634,73.6,58.9,62.14,-898,25,25,46,25,54,0,1,ECO,OFF,,,,,,,,,,,
205.884,73.6,57,60.17,-898,25,25,46,25,54,0,1,ECO,OFF,,,,,,,,,,,
206.134,73.7,55.8,-277.52,-895,25,25,46,25,55,0,1,ECO,OFF,,,,,,,,,,,
206.384,73.7,54.2,57.63,-896,25,25,46,25,54,0,1,ECO,OFF,,,,,,,,,,,
206.634,73.7,54.9,57.53,-895,25,25,46,25,55,0,1,ECO,OFF,,,,,,,,,,,
206.884,73.7,55.3,58.07,-895,25,25,46,25,54,0,1.1,ECO,OFF,,,,,,,,,,,
207.134,73.7,55,57.29,548,25,25,46,25,55,0,1.1,ECO,OFF,,,,,,,,,,,
207.384,73.6,53.9,56.6,-895,25,25,47,25,54,0,1.1,ECO,OFF,,,,,,,,,,,
207.633,73.8,54.6,57.71,-897,25,25,46,25,54,0,1.1,ECO,OFF,,,,,,,,,,,
207.883,73.6,54.6,57.86,-897,25,25,46,25,54,0,1.1,ECO,OFF,,,,,,,,,,,
208.134,73.6,54.9,57.52,-895,25,25,46,25,55,0,1.1,ECO,OFF,,,,,,,,,,,
208.384,74.3,0,0,-903,25,25,46,25,54,0,1.1,ECO,OFF,,,,,,,,,,,
208.634,74.4,0,0,533,25,25,47,25,53,0,1.1,ECO,OFF,,,,,,,,,,,
208.883,74.8,-40.8,-49.15,521,25,25,46,25,53,0,1.1,ECO,ON,,,,,,,,,,,
209.133,75.0,-46.8,-54.74,512,25,25,46,25,52,0,1.1,ECO,ON,,,,,,,,,,,
209.383,74.6,-4.5,0,502,25,25,46,25,51,0,1.1,ECO,OFF,,,,,,,,,,,
209.634,74.4,-0.1,0,496,25,25,46,25,49,0,1.1,ECO,OFF,,,,,,,,,,,
209.884,74.5,-0.1,0,486,25,25,47,25,48,0,1.1,ECO,OFF,,,,,,,,,,,
210.134,74.4,-0.1,0,482,25,25,46,25,48,0,1.1,ECO,OFF,,,,,,,,,,,
210.383,74.4,-0.1,0,475,25,25,46,25,48,0,1.1,ECO,OFF,,,,,,,,,,,
210.633,74.4,-0.1,0,468,25,25,47,25,47,0,1.1,ECO,OFF,,,,,,,,,,,
210.883,74.4,-0.1,0,460,25,25,46,25,47,0,1.1,ECO,OFF,,,,,,,,,,,
211.133,74.4,-0.1,0,457,25,25,46,25,46,0,1.1,ECO,OFF,,,,,,,,,,,
211.383,74.4,-0.1,0,446,25,25,46,25,45,0,1.1,ECO,OFF,,,,,,,,,,,
211.633,74.5,-0.1,0,440,25,25,46,25,44,0,1.1,ECO,OFF,,,,,,,,,,,
211.883,74.4,-0.1,0,434,25,25,46,25,44,0,1.1,ECO,OFF,,,,,,,,,,,
212.133,74.5,-0.1,0,431,25,25,46,25,43,0,1.1,ECO,OFF,,,,,,,,,,,
212.383,74.4,-0.1,0,423,25,25,46,25,43,0,1.1,ECO,OFF,,,,,,,,,,,
212.633,74.3,9.6,11.74,418,25,25,47,25,42,0,1.1,ECO,OFF,,,,,,,,,,,
212.883,73.8,59.4,69.75,421,25,25,48,25,41,0,1.1,ECO,OFF,,,,,,,,,,,
213.133,73.8,57.6,67.97,423,25,25,46,25,42,0,1.1,ECO,OFF,,,,,,,,,,,
213.383,74.1,30,29.67,423,25,25,46,25,42,0,1.1,ECO,OFF,,,,,,,,,,,
213.633,74.4,0,0,416,25,25,46,25,42,0,1.1,ECO,OFF,,,,,,,,,,,
213.883,74.4,0,0,411,25,25,46,25,41,0,1.1,ECO,OFF,,,,,,,,,,,
214.133,74.4,0,0,406,25,25,47,25,41,0,1.2,ECO,OFF,,,,,,,,,,,
214.383,74.5,-8.6,-14.71,399,25,25,47,25,40,0,1.2,ECO,ON,,,,,,,,,,,
214.633,74.7,-41.8,-65.06,384,25,25,45,25,40,0,1.2,ECO,ON,,,,,,,,,,,
214.883,75.2,-69.8,-115.42,361,25,25,47,25,38,0,1.2,ECO,ON,,,,,,,,,,,
215.133,75.1,-941.5,-126.59,340,25,25,46,25,36,0,1.2,ECO,OFF,,,,,,,,,,,
215.383,74.5,0,5.61,333,25,25,46,25,33,0,1.2,ECO,OFF,,,,,,,,,,,
215.633,74.3,35.5,51.23,333,25,25,45,25,33,0,1.2,ECO,OFF,,,,,,,,,,,
215.883,74.1,46.5,72.6,318,25,25,46,25,33,0,1.2,ECO,OFF,,,,,,,,,,,
216.133,74.0,44.4,67.22,332,25,25,46,25,33,0,1.2,ECO,OFF,,,,,,,,,,,
216.383,73.8,70.7,103.32,335,25,25,46,25,33,0,1.2,ECO,OFF,,,,,,,,,,,
216.633,73.6,78.4,117.5,341,25,25,45,25,34,0,1.2,ECO,OFF,,,,,,,,,,,
216.883,73.3,97,134.53,357,25,25,46,25,34,0,1.2,ECO,OFF,,,,,,,,,,,
217.133,73.1,100,134.72,370,25,25,45,25,35,0,1.2,ECO,OFF,,,,,,,,,,,
217.383,73.1,100.4,131.37,379,25,25,45,25,37,0,1.2,ECO,OFF,,,,,,,,,,,
217.633,73.2,100.5,128.39,390,25,25,45,25,38,0,1.2,ECO,OFF,,,,,,,,,,,
217.883,73.1,-930.3,124.27,408,25,25,46,25,39,0,1.2,ECO,OFF,,,,,,,,,,,
218.133,73.2,-930.6,123.2,409,25,25,46,25,41,0,1.2,ECO,OFF,,,,,,,,,,,
218.383,73.1,102.2,121.13,421,25,25,46,25,42,0,1.2,ECO,OFF,,,,,,,,,,,
218.633,73.2,-930.3,119.25,430,25,25,46,25,43,0,1.2,ECO,OFF,,,,,,,,,,,
218.883,73.2,-930.3,119.08,445,25,25,46,25,44,0,1.2,ECO,OFF,,,,,,,,,,,
219.133,73.0,-931,118.95,447,25,25,45,25,44,0,1.2,ECO,OFF,,,,,,,,,,,
219.383,73.0,100.2,117.38,454,25,25,47,25,45,0,1.2,ECO,OFF,,,,,,,,,,,
219.633,73.1,-930.8,116.3,464,25,25,46,25,46,0,1.2,ECO,OFF,,,,,,,,,,,
219.884,73.0,100.7,115.43,473,25,25,46,25,47,0,1.2,ECO,OFF,,,,,,,,,,,
220.133,74.3,0,0,468,25,25,46,25,47,0,1.2,ECO,OFF,,,,,,,,,,,
220.383,74.4,0,0,465,25,25,46,25,46,0,1.2,ECO,OFF,,,,,,,,,,,
220.633,74.4,0,0,459,25,25,46,25,46,0,1.2,ECO,OFF,,,,,,,,,,,
220.883,74.3,0,0,457,25,25,47,25,45,0,1.2,ECO,OFF,,,,,,,,,,,
221.133,74.4,0,0,450,25,25,46,25,45,0,1.2,ECO,ON,,,,,,,,,,,
221.383,74.6,-35.6,-50.56,438,25,25,46,25,44,0,1.2,ECO,ON,,,,,,,,,,,
221.633,75.1,-69.6,-100.91,416,25,25,46,25,41,0,1.2,ECO,ON,,,,,,,,,,,
221.883,75.2,-91.8,-136.77,396,25,25,47,25,39,0,1.2,ECO,ON,,,,,,,,,,,
222.133,75.2,-67.2,-99,378,25,25,47,25,37,0,1.2,ECO,OFF,,,,,,,,,,,
222.383,74.4,-0.1,0,370,25,25,46,25,36,0,1.2,ECO,OFF,,,,,,,,,,,
222.633,74.4,-0.1,0,367,25,25,46,25,36,0,1.2,ECO,OFF,,,,,,,,,,,
222.883,74.5,-11.2,-20.15,359,25,25,47,25,35,0,1.3,ECO,ON,,,,,,,,,,,
223.133,74.9,-41.1,-70.5,345,25,25,47,25,34,0,1.3,ECO,ON,,,,,,,,,,,
223.383,75.1,-68.3,-120.85,328,25,25,46,25,32,0,1.3,ECO,ON,,,,,,,,,,,
223.633,75.2,-62.7,-109.47,308,25,25,47,25,30,0,1.3,ECO,OFF,,,,,,,,,,,
223.883,74.5,-0.4,0,300,25,25,46,25,29,0,1.3,ECO,OFF,,,,,,,,,,,
224.133,74.5,-0.1,0,296,25,25,47,25,29,0,1.3,ECO,OFF,,,,,,,,,,,
224.383,74.5,-0.1,0,292,25,25,46,25,29,0,1.3,ECO,OFF,,,,,,,,,,,
224.633,74.4,-0.1,0,-913,25,25,46,25,28,0,1.3,ECO,OFF,,,,,,,,,,,
224.883,74.4,-0.1,0,-919,25,25,46,25,27,0,1.3,ECO,OFF,,,,,,,,,,,
225.133,74.1,30.4,64.47,-918,25,25,46,25,28,0,1.3,ECO,OFF,,,,,,,,,,,
225.383,73.8,69.5,121.19,-916,25,25,46,25,28,0,1.3,ECO,OFF,,,,,,,,,,,
225.633,73.9,66.4,113.25,293,25,25,46,25,29,0,1.3,ECO,OFF,,,,,,,,,,,
225.883,72.9,-930.5,165.05,301,25,25,46,25,29,0,1.3,ECO,OFF,,,,,,,,,,,
226.133,73.6,100.6,160.37,307,25,25,47,25,30,0,1.3,ECO,OFF,,,,,,,,,,,
226.383,73.5,96.6,146.71,319,25,25,47,25,31,0,1.3,ECO,OFF,,,,,,,,,,,
226.633,73.7,73.2,104.3,326,25,25,47,25,32,0,1.3,ECO,OFF,,,,,,,,,,,
226.883,73.7,53.5,79.37,326,25,25,47,25,32,0,1.3,ECO,OFF,,,,,,,,,,,
227.133,74.2,39.6,-277.71,325,25,25,47,25,32,0,1.3,ECO,OFF,,,,,,,,,,,
227.383,74.0,40,60.73,323,26,26,47,26,32,0,1.3,ECO,OFF,,,,,,,,,,,
227.633,74.2,39.2,61.53,321,25,25,47,25,31,0,1.3,ECO,OFF,,,,,,,,,,,
227.883,73.6,54.7,85.36,321,26,26,47,26,31,0,1.3,ECO,OFF,,,,,,,,,,,
228.133,73.6,60.4,91.05,327,26,26,47,26,32,0,1.3,ECO,OFF,,,,,,,,,,,
228.383,73.2,93.4,137.63,334,25,25,47,25,33,0,1.3,ECO,OFF,,,,,,,,,,,
228.633,73.3,-931,142.63,344,25,25,47,25,34,0,1.3,ECO,OFF,,,,,,,,,,,
228.883,73.1,-930.7,138.71,354,26,26,46,26,35,0,1.3,ECO,OFF,,,,,,,,,,,
229.133,73.1,-930.4,135.59,366,25,25,48,25,36,0,1.3,ECO,OFF,,,,,,,,,,,
229.383,73.2,99.7,134.35,370,26,26,46,26,37,0,1.3,ECO,OFF,,,,,,,,,,,
229.633,73.4,100.4,131.35,379,26,26,47,26,38,0,1.3,ECO,OFF,,,,,,,,,,,
229.883,73.2,100.3,128.02,388,26,26,46,26,38,0,1.3,ECO,OFF,,,,,,,,,,,
230.133,73.3,100.4,124.29,398,26,26,47,26,39,0,1.3,ECO,OFF,,,,,,,,,,,
230.383,73.1,-930.7,123.07,407,26,26,47,26,40,0,1.3,ECO,OFF,,,,,,,,,,,
230.633,73.0,-931.2,121.94,416,26,26,48,26,41,0,1.3,ECO,OFF,,,,,,,,,,,
230.883,73.1,100.5,120.73,426,26,26,47,26,42,0,1.3,ECO,OFF,,,,,,,,,,,
231.133,73.0,-930.9,119.51,435,26,26,47,26,43,0,1.3,ECO,OFF,,,,,,,,,,,
231.383,73.0,100.5,117.92,442,26,26,48,26,44,0,1.3,ECO,OFF,,,,,,,,,,,
231.633,73.0,-930.5,116.72,449,26,26,48,26,45,0,1.3,ECO,OFF,,,,,,,,,,,
231.883,73.0,102.4,117.77,458,26,26,48,26,46,0,1.3,ECO,OFF,,,,,,,,,,,
232.133,73.0,-930.6,-274.07,470,26,26,48,26,47,0,1.3,ECO,OFF,,,,,,,,,,,
232.383,72.9,102.6,115.86,477,26,26,48,26,48,0,1.3,ECO,OFF,,,,,,,,,,,
232.633,72.9,103.4,113.85,488,26,26,47,26,49,0,1.3,ECO,OFF,,,,,,,,,,,
232.883,72.8,100.4,113.86,496,26,26,48,26,49,0,1.4,ECO,OFF,,,,,,,,,,,
233.133,73.1,99,108.15,505,26,26,49,26,50,0,1.4,ECO,OFF,,,,,,,,,,,
233.383,73.2,88.2,95.91,513,26,26,48,26,51,0,1.4,ECO,OFF,,,,,,,,,,,
233.633,73.1,79.9,-275.78,523,26,26,48,26,52,0,1.4,ECO,OFF,,,,,,,,,,,
233.883,73.3,73.9,78.33,531,26,26,48,26,53,0,1.4,ECO,OFF,,,,,,,,,,,
234.133,73.3,68.4,73.15,533,26,26,48,26,53,0,1.4,ECO,OFF,,,,,,,,,,,
234.383,73.5,63.9,67.27,-904,26,26,48,26,54,0,1.4,ECO,OFF,,,,,,,,,,,
234.633,73.5,60.2,-277.23,-901,26,26,48,26,54,0,1.4,ECO,OFF,,,,,,,,,,,
234.883,73.5,58.1,61.31,-897,26,26,48,26,54,0,1.4,ECO,OFF,,,,,,,,,,,
235.133,73.5,52.3,56.09,-896,26,26,49,26,54,0,1.4,ECO,OFF,,,,,,,,,,,
235.383,73.6,49.4,51.63,552,26,26,49,26,55,0,1.4,ECO,OFF,,,,,,,,,,,
235.633,73.6,47.6,49.35,554,26,26,48,26,55,0,1.4,ECO,OFF,,,,,,,,,,,
235.883,73.6,45.4,46.22,558,26,26,49,26,56,0,1.4,ECO,OFF,,,,,,,,,,,
236.133,73.7,42.6,44.08,558,26,26,49,26,56,0,1.4,ECO,OFF,,,,,,,,,,,
236.383,73.7,40.3,41.76,560,26,26,49,26,56,0,1.4,ECO,OFF,,,,,,,,,,,
236.633,73.8,37.8,38.89,563,26,26,49,26,56,0,1.4,ECO,OFF,,,,,,,,,,,
236.883,73.8,36.3,36.94,565,26,26,49,26,57,0,1.4,ECO,OFF,,,,,,,,,,,
237.133,73.7,35.5,36.18,566,26,26,49,26,57,0,1.4,ECO,OFF,,,,,,,,,,,
237.383,73.8,33.9,34.34,565,26,26,49,26,57,0,1.4,ECO,OFF,,,,,,,,,,,
237.633,73.9,33.9,34.85,563,26,26,49,26,56,0,1.4,ECO,OFF,,,,,,,,,,,
237.883,73.8,34.2,34.43,568,26,26,49,26,57,0,1.4,ECO,OFF,,,,,,,,,,,
238.133,73.8,33.1,33.55,568,26,26,49,26,57,0,1.4,ECO,OFF,,,,,,,,,,,
238.383,73.8,33.3,33.97,566,26,26,49,26,57,0,1.4,ECO,OFF,,,,,,,,,,,
238.633,73.8,32.5,32.23,570,26,26,49,26,57,0,1.4,ECO,OFF,,,,,,,,,,,
238.883,73.9,32.2,32.76,567,26,26,49,26,57,0,1.4,ECO,OFF,,,,,,,,,,,
239.133,73.9,32,33.04,571,26,26,49,26,57,0,1.4,ECO,OFF,,,,,,,,,,,
239.383,73.9,31.2,31.75,567,26,26,49,26,57,0,1.4,ECO,OFF,,,,,,,,,,,
239.633,73.8,31.4,31.99,569,26,26,49,26,57,0,1.4,ECO,OFF,,,,,,,,,,,
239.883,73.8,31.6,32.23,568,26,26,50,26,57,0,1.5,ECO,OFF,,,,,,,,,,,
240.133,73.9,31.8,32.46,568,26,26,49,26,57,0,1.5,ECO,OFF,,,,,,,,,,,
240.383,73.8,32.1,32.71,568,26,26,50,26,57,0,1.5,ECO,OFF,,,,,,,,,,,
240.633,73.8,32.3,32.93,567,26,26,49,26,57,0,1.5,ECO,OFF,,,,,,,,,,,
240.883,74.0,32.8,33.45,566,26,26,49,26,57,0,1.5,ECO,OFF,,,,,,,,,,,
241.133,73.9,32.8,33.42,564,26,26,50,26,56,0,1.5,ECO,OFF,,,,,,,,,,,
241.383,73.8,32.9,33.49,567,26,26,50,26,57,0,1.5,ECO,OFF,,,,,,,,,,,
241.633,73.8,31.7,32.32,565,26,26,50,26,57,0,1.5,ECO,OFF,,,,,,,,,,,
241.883,73.8,31.6,32.6,566,26,26,49,26,57,0,1.5,ECO,OFF,,,,,,,,,,,
242.133,73.8,31.8,32.44,568,26,26,50,26,57,0,1.5,ECO,OFF,,,,,,,,,,,
242.383,73.9,31.7,-279.15,563,26,26,49,26,56,0,1.5,ECO,OFF,,,,,,,,,,,
242.633,73.9,32.1,32.91,568,26,26,50,26,57,0,1.5,ECO,OFF,,,,,,,,,,,
242.883,73.8,32.5,33.06,565,26,26,50,26,57,0,1.5,ECO,OFF,,,,,,,,,,,
243.133,73.8,32.7,33.73,563,26,26,49,26,56,0,1.5,ECO,OFF,,,,,,,,,,,
243.383,73.8,32.6,32.7,570,26,26,50,26,57,0,1.5,ECO,OFF,,,,,,,,,,,
243.633,73.9,32.3,32.93,565,26,26,50,26,57,0,1.5,ECO,OFF,,,,,,,,,,,
243.883,73.9,32.6,33.24,567,26,26,49,26,57,0,1.5,ECO,OFF,,,,,,,,,,,
244.133,73.8,32.8,33.44,567,26,26,50,26,57,0,1.5,ECO,OFF,,,,,,,,,,,
244.383,73.8,33.1,33.74,568,26,26,50,26,57,0,1.5,ECO,OFF,,,,,,,,,,,
244.633,73.9,33.3,33.88,564,26,26,49,26,56,0,1.5,ECO,OFF,,,,,,,,,,,
244.883,73.9,33.5,34.13,564,26,26,49,26,56,0,1.5,ECO,OFF,,,,,,,,,,,
245.133,73.8,33.7,34.35,565,26,26,50,26,57,0,1.5,ECO,OFF,,,,,,,,,,,
245.383,73.8,34,34.65,567,26,26,50,26,57,0,1.5,ECO,OFF,,,,,,,,,,,
245.633,73.9,34.3,34.89,567,26,26,50,26,57,0,1.5,ECO,OFF,,,,,,,,,,,
245.883,73.8,34.8,35.34,565,26,26,50,26,57,0,1.6,ECO,OFF,,,,,,,,,,,
246.133,73.8,34.8,-278.96,570,26,26,49,26,57,0,1.6,ECO,OFF,,,,,,,,,,,
246.382,73.8,33.8,34.48,566,26,26,49,26,57,0,1.6,ECO,OFF,,,,,,,,,,,
246.632,73.9,32.9,33.55,565,26,26,49,26,57,0,1.6,ECO,OFF,,,,,,,,,,,
246.882,73.9,32.4,32.23,572,26,26,50,26,57,0,1.6,ECO,OFF,,,,,,,,,,,
247.132,73.9,29.2,29.83,572,26,26,49,26,57,0,1.6,ECO,OFF,,,,,,,,,,,
247.382,74.0,28.2,29.17,572,26,26,50,26,57,0,1.6,ECO,OFF,,,,,,,,,,,
247.632,73.9,27.3,27.67,573,26,26,50,26,57,0,1.6,ECO,OFF,,,,,,,,,,,
247.883,73.9,25.8,26.28,574,26,26,49,26,58,0,1.6,ECO,OFF,,,,,,,,,,,
248.133,74.0,-935.7,24.89,577,26,26,49,26,58,0,1.6,ECO,OFF,,,,,,,,,,,
248.382,73.9,23.4,23.31,580,26,26,50,26,58,0,1.6,ECO,OFF,,,,,,,,,,,
248.633,74.0,19.5,20.21,577,26,26,49,26,58,0,1.6,ECO,OFF,,,,,,,,,,,
248.883,74.0,20,20.41,574,26,26,49,26,58,0,1.6,ECO,OFF,,,,,,,,,,,
249.132,74.0,20.4,20.94,573,26,26,49,26,58,0,1.6,ECO,OFF,,,,,,,,,,,
249.382,74.0,20.3,20.9,576,26,26,49,26,57,0,1.6,ECO,OFF,,,,,,,,,,,
249.632,74.0,20.5,21.11,575,26,26,49,26,58,0,1.6,ECO,OFF,,,,,,,,,,,
249.882,74.0,20.9,21.41,576,26,26,49,26,58,0,1.6,ECO,OFF,,,,,,,,,,,
250.132,74.1,21,21.59,575,26,26,49,26,58,0,1.6,ECO,OFF,,,,,,,,,,,
250.382,74.2,0,0,574,26,26,49,26,58,0,1.6,ECO,OFF,,,,,,,,,,,
250.632,74.2,0,0,570,26,26,49,26,58,0,1.6,ECO,OFF,,,,,,,,,,,
250.883,74.2,0,0,567,26,26,49,26,57,0,1.6,ECO,OFF,,,,,,,,,,,
251.132,74.5,-17.8,-19.79,561,26,26,49,26,57,0,1.6,ECO,ON,,,,,,,,,,,
251.382,74.5,-18.9,-20.11,559,26,26,49,26,56,0,1.6,ECO,ON,,,,,,,,,,,
251.632,74.5,-19.1,-20.76,548,26,26,49,26,56,0,1.6,ECO,ON,,,,,,,,,,,
251.882,74.5,-19.4,-21.41,535,26,26,49,26,55,0,1.6,ECO,ON,,,,,,,,,,,
252.132,74.5,-19.6,-22.1,526,26,26,49,26,54,0,1.7,ECO,ON,,,,,,,,,,,
252.382,74.5,-19.9,-22.81,518,26,26,49,26,53,0,1.7,ECO,ON,,,,,,,,,,,
252.632,74.5,-19.7,-23.05,507,26,26,49,26,52,0,1.7,ECO,ON,,,,,,,,,,,
252.882,74.5,-20,-23.81,498,26,26,48,26,51,0,1.7,ECO,ON,,,,,,,,,,,
253.132,74.6,-20.8,-26.14,492,26,26,49,26,50,0,1.7,ECO,OFF,,,,,,,,,,,
253.382,74.4,-0.1,0,487,27,27,48,27,49,0,1.7,ECO,OFF,,,,,,,,,,,
253.632,74.3,-0.1,0,483,26,26,49,26,49,0,1.7,ECO,OFF,,,,,,,,,,,
253.882,74.3,-0.1,0,476,26,26,48,26,48,0,1.7,ECO,OFF,,,,,,,,,,,
254.132,74.3,-0.1,0,468,27,27,49,27,47,0,1.7,ECO,OFF,,,,,,,,,,,
254.382,74.4,-0.1,0,465,27,27,49,27,47,0,1.7,ECO,OFF,,,,,,,,,,,
254.632,74.3,-0.1,0,459,27,27,48,27,46,0,1.7,ECO,OFF,,,,,,,,,,,
254.882,74.3,-0.1,0,454,26,26,49,26,46,0,1.7,ECO,OFF,,,,,,,,,,,
255.132,74.3,-0.1,0,453,27,27,48,27,45,0,1.7,ECO,OFF,,,,,,,,,,,
255.382,74.3,-0.1,0,452,26,26,48,26,45,0,1.7,ECO,OFF,,,,,,,,,,,
255.632,74.3,-0.1,0,447,27,27,48,27,45,0,1.7,ECO,OFF,,,,,,,,,,,
255.882,74.3,-0.1,0,445,26,26,49,26,44,0,1.7,ECO,OFF,,,,,,,,,,,
256.132,74.4,-0.1,0,442,27,27,49,27,44,0,1.7,ECO,OFF,,,,,,,,,,,
256.382,74.3,-0.1,0,440,26,26,48,26,44,0,1.7,ECO,OFF,,,,,,,,,,,
256.632,74.3,-0.1,0,436,27,27,49,27,44,0,1.7,ECO,OFF,,,,,,,,,,,
256.882,74.3,4.9,7.87,435,27,27,49,27,43,0,1.7,ECO,OFF,,,,,,,,,,,
257.132,73.8,61.7,-276.57,438,27,27,48,27,43,0,1.7,ECO,OFF,,,,,,,,,,,
257.382,73.2,91.1,109.43,449,26,26,48,26,45,0,1.7,ECO,OFF,,,,,,,,,,,
257.632,73.1,-930.3,117.18,458,27,27,48,27,46,0,1.7,ECO,OFF,,,,,,,,,,,
257.882,73.0,-930.6,116.52,467,26,26,48,26,46,0,1.7,ECO,OFF,,,,,,,,,,,
258.132,73.0,-930.4,115.76,477,27,27,48,27,48,0,1.7,ECO,OFF,,,,,,,,,,,
258.382,72.9,-931,114.84,485,27,27,48,27,48,0,1.7,ECO,OFF,,,,,,,,,,,
258.632,72.9,101.9,112.52,498,27,27,49,27,50,0,1.7,ECO,OFF,,,,,,,,,,,
258.882,73.0,98.4,106.98,506,27,27,47,27,50,0,1.7,ECO,OFF,,,,,,,,,,,
259.132,73.2,86.7,94.81,514,27,27,48,27,51,0,1.7,ECO,OFF,,,,,,,,,,,
259.382,74.2,0.3,0,513,27,27,49,27,51,0,1.7,ECO,OFF,,,,,,,,,,,
259.632,74.2,0,0,515,27,27,48,27,51,0,1.7,ECO,OFF,,,,,,,,,,,
259.882,74.2,0,0,511,27,27,48,27,51,0,1.8,ECO,OFF,,,,,,,,,,,
260.132,74.3,0,0,505,27,27,49,27,50,0,1.8,ECO,OFF,,,,,,,,,,,
260.382,74.3,-8.9,-12.9,505,27,27,49,27,50,0,1.8,ECO,ON,,,,,,,,,,,
260.632,74.8,-50.1,-63.25,491,27,27,48,27,49,0,1.8,ECO,ON,,,,,,,,,,,
260.882,75.0,-81,-103.09,479,27,27,48,27,48,0,1.8,ECO,ON,,,,,,,,,,,
261.132,74.3,-937.6,0,476,27,27,48,27,47,0,1.8,ECO,OFF,,,,,,,,,,,
261.382,74.3,-0.1,0,472,27,27,48,27,47,0,1.8,ECO,OFF,,,,,,,,,,,
261.632,74.3,-0.1,0,472,27,27,48,27,47,0,1.8,ECO,OFF,,,,,,,,,,,
261.882,74.3,-0.1,0,464,27,27,48,27,46,0,1.8,ECO,OFF,,,,,,,,,,,
262.132,74.3,-0.1,0,460,27,27,48,27,46,0,1.8,ECO,OFF,,,,,,,,,,,
262.382,74.6,-24,-33.44,453,27,27,48,27,45,0,1.8,ECO,ON,,,,,,,,,,,
262.632,74.8,-61.4,-83.79,444,27,27,48,27,44,0,1.8,ECO,ON,,,,,,,,,,,
262.882,74.8,-75.7,-99.91,425,27,27,48,27,42,0,1.8,ECO,OFF,,,,,,,,,,,
263.132,74.0,41.4,58.6,424,27,27,48,27,42,0,1.8,ECO,OFF,,,,,,,,,,,
263.382,73.9,32.2,33.16,427,27,27,48,27,42,0,1.8,ECO,OFF,,,,,,,,,,,
263.632,74.2,18.7,22.8,428,27,27,47,27,43,0,1.8,ECO,OFF,,,,,,,,,,,
263.883,74.1,28.3,36.17,423,27,27,48,27,42,0,1.8,ECO,OFF,,,,,,,,,,,
264.132,74.0,29.9,36.12,427,27,27,48,27,42,0,1.8,ECO,OFF,,,,,,,,,,,
264.382,74.0,29.7,35.26,432,27,27,48,27,43,0,1.8,ECO,OFF,,,,,,,,,,,
264.632,73.8,47.2,58.12,435,27,27,48,27,43,0,1.8,ECO,OFF,,,,,,,,,,,
264.882,73.7,56.4,66.79,438,27,27,48,27,43,0,1.8,ECO,OFF,,,,,,,,,,,
265.132,73.8,57.7,67.52,440,27,27,48,27,44,0,1.8,ECO,OFF,,,,,,,,,,,
265.382,73.4,70.6,-275.77,443,27,27,48,27,44,0,1.8,ECO,OFF,,,,,,,,,,,
265.632,73.0,-930.3,116.78,450,27,27,48,27,45,0,1.8,ECO,OFF,,,,,,,,,,,
265.882,72.9,-930.8,-273.85,456,27,27,47,27,45,0,1.8,ECO,OFF,,,,,,,,,,,
266.132,72.9,-930.9,116.04,462,27,27,47,27,46,0,1.8,ECO,OFF,,,,,,,,,,,
266.382,72.9,-930.6,115.1,468,27,27,47,27,47,0,1.8,ECO,OFF,,,,,,,,,,,
266.632,73.0,101.8,115.01,472,27,27,47,27,47,0,1.8,ECO,OFF,,,,,,,,,,,
266.882,74.2,1.1,0,468,27,27,48,27,47,0,1.8,ECO,OFF,,,,,,,,,,,
267.132,74.2,0,0,461,27,27,48,27,46,0,1.8,ECO,OFF,,,,,,,,,,,
267.382,74.2,0,0,453,27,27,48,27,45,0,1.8,ECO,OFF,,,,,,,,,,,
267.632,74.3,-6.2,-10.48,445,27,27,48,27,44,0,1.8,ECO,ON,,,,,,,,,,,
267.882,74.5,-42.7,-60.83,429,27,27,48,27,43,0,1.9,ECO,ON,,,,,,,,,,,
268.132,75.0,-72.2,-100.91,405,27,27,48,27,40,0,1.9,ECO,OFF,,,,,,,,,,,
268.382,74.4,-0.2,0,398,27,27,48,27,39,0,1.9,ECO,OFF,,,,,,,,,,,
268.632,73.8,43.7,59.35,382,27,27,47,27,38,0,1.9,ECO,OFF,,,,,,,,,,,
268.882,73.6,56,73.26,377,27,27,47,27,37,0,1.9,ECO,OFF,,,,,,,,,,,
269.132,73.6,59.5,78.83,374,27,27,48,27,37,0,1.9,ECO,OFF,,,,,,,,,,,
269.382,73.4,70.2,94.98,370,27,27,47,27,37,0,1.9,ECO,OFF,,,,,,,,,,,
269.632,73.3,86.2,116.06,369,27,27,47,27,36,0,1.9,ECO,OFF,,,,,,,,,,,
269.882,73.1,88.2,117.17,369,27,27,47,27,36,0,1.9,ECO,OFF,,,,,,,,,,,
270.132,73.4,86.9,115.59,372,27,27,48,27,37,0,1.9,ECO,OFF,,,,,,,,,,,
270.382,73.2,100.3,131.32,376,27,27,49,27,37,0,1.9,ECO,OFF,,,,,,,,,,,
270.632,73.0,100.5,131.59,375,27,27,48,27,37,0,1.9,ECO,OFF,,,,,,,,,,,
270.882,72.9,-930.5,129.46,384,27,27,47,27,38,0,1.9,ECO,OFF,,,,,,,,,,,
